Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],BODC Station,Operator's Cruise Name,Cruise Report,Project Name,Ship Name,Period,Chief Scientist,GEOTRACES Scientist,PRESSURE [dbar],QV:IODE,DEPTH [m],QV:IODE,CTDTMP [deg C],QV:IODE,CTDSAL,QV:IODE,SALINITY_D_CONC_BOTTLE,QV:IODE,SALINITY_D_CONC_PUMP,QV:IODE,SALINITY_D_CONC_FISH,QV:IODE,SALINITY_D_CONC_UWAY,QV:IODE,NITRATE_D_CONC_BOTTLE [umol/kg],STANDARD_DEV,QV:IODE,NITRATE_D_CONC_PUMP [umol/kg],QV:IODE,NITRATE_D_CONC_FISH [umol/kg],QV:IODE,NITRATE_D_CONC_UWAY [umol/kg],QV:IODE,NITRATE_LL_D_CONC_BOTTLE [umol/kg],QV:IODE,NITRATE_LL_D_CONC_FISH [umol/kg],QV:IODE,NO2+NO3_D_CONC_BOTTLE [umol/kg],QV:IODE,NO2+NO3_D_CONC_FISH [umol/kg],QV:IODE,Fe_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV,QV:IODE,Fe_D_CONC_FISH [nmol/kg],STANDARD_DEV,QV:IODE,Fe_II_D_CONC_BOTTLE [nmol/kg],QV:IODE,Fe_II_D_CONC_FISH [nmol/kg],QV:IODE,Fe_S_CONC_BOTTLE [nmol/kg],STANDARD_DEV,QV:IODE,Fe_S_CONC_FISH [nmol/kg],STANDARD_DEV,QV:IODE,QV:ODV:SAMPLE
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,400.4,2,397,2,8.835,1,34.277,1,34.279999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,25.043903,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,400.4,2,397,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,0.748293,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,599.3,2,594,2,4.94,1,33.998001,1,34.021,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,32.400002,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,599.3,2,594,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,800.5,2,793,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,1.554342,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,800.5,2,793,2,3.854,1,34.153999,1,34.143002,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,38.614635,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,829.8,2,822,2,3.548,1,34.16,1,34.153999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,38.887806,1,,9,1.77561,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,999.8,2,990,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,1.374341,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,1000.9,2,991,2,3.368,1,34.327,1,34.328999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,39.492683,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,1251.1,2,1238,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,1.118244,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,1252.1,2,1239,2,2.907,1,34.424999,1,34.426998,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,40.185368,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,1499.5,2,1483,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,1.051317,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,1500.5,2,1484,2,2.522,1,34.486,1,34.487,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,40.400002,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,2000.4,2,1976,2,2.055,1,34.577999,1,34.577999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,39.258537,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,2000.4,2,1976,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,0.777659,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,2500.3999,2,2467,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,0.922146,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,2501.3999,2,2468,2,1.76,1,34.627998,1,34.626999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,37.580486,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,2999.3999,2,2956,2,1.611,1,34.653999,1,34.653999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,36.146343,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,2999.3999,2,2956,2,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,9,,9,0.803024,,1,,,9,,9,,9,,,9,,,9,1
GP02,BD04,B,2012-08-24T22:45:50,143.882,37.814,7018,1875940,KH12-4,HakuhoMaru_KH12-4.pdf,BIG DIPPER Expedition,R/V Hakuho Maru,Aug - Oct 2012,Toshitaka Gamo,Toshitaka Gamo,3499.6001,2,3445,2,1.541,1,34.668999,1,34.667999,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,35.365852,1,,9,,,9,,,9,,9,,9,,,9,,,9,1
