Station,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Ratio,Density
PS71/101,-42.3406,8.99454,75.5,9.14,34.264,11.96,0.102439,76.1,271.5697471991461,26.522002757017617
PS71/101,-42.3406,8.99454,77.0,10.214,34.548,,,77.6,,26.564492570862512
PS71/101,-42.3406,8.99454,77.4,10.183,34.544998,,,78.0,,26.567491962656277
PS71/101,-42.3406,8.99454,98.3,9.388,34.452999,12.51,0.312195,99.1,61.58133476734832,26.629181363264024
PS71/101,-42.3406,8.99454,100.2,9.485,34.504002,,,101.0,,26.653007398540467
PS71/101,-42.3406,8.99454,101.2,9.527,34.516998,,,102.0,,26.65620937122003
PS71/101,-42.3406,8.99454,102.4,9.591,34.532001,,,103.2,,26.657310045814256
PS71/101,-42.3406,8.99454,103.4,9.547,34.521999,,,104.2,,26.656803988109914
PS71/101,-42.3406,8.99454,103.7,9.537,34.52,,,104.5,,26.65689945144959
PS71/101,-42.3406,8.99454,149.4,8.93,34.487999,,,150.6,,26.730291595705467
PS71/101,-42.3406,8.99454,149.6,7.953,34.278999,,,150.8,,26.716645669512445
PS71/101,-42.3406,8.99454,199.1,7.535,34.262001,17.120001,0.263415,200.8,115.73414974680847,26.76420474278234
PS71/101,-42.3406,8.99454,199.6,7.971,34.354,,,201.3,,26.772781908522347
PS71/101,-42.3406,8.99454,200.0,,,,,201.7,,
PS71/101,-42.3406,8.99454,200.1,7.968,34.353001,,,201.8,,26.772444960731264
PS71/101,-42.3406,8.99454,200.3,7.943,34.348,,,202.0,,26.772228715843994
PS71/101,-42.3406,8.99454,200.5,7.925,34.345001,,,202.2,,26.772539708131035
PS71/101,-42.3406,8.99454,200.5,7.971,34.354,,,202.2,,26.77278342063164
PS71/101,-42.3406,8.99454,200.7,7.352,34.272999,,,202.4,,26.798852074829938
PS71/101,-42.3406,8.99454,203.0,7.333,34.272999,,,204.7,,26.80153687379834
PS71/101,-42.3406,8.99454,250.8,7.091,34.272999,18.299999,0.370732,252.9,80.4678290517139,26.835420495690414
PS71/101,-42.3406,8.99454,300.5,6.705,34.266998,19.5,0.380488,303.1,81.9999581239531,26.883376771481153
PS71/101,-42.3406,8.99454,401.0,6.952,34.449001,24.93,0.35122,404.6,89.48030708543209,26.993147480000744
PS71/101,-42.3406,8.99454,499.8,5.541,34.327999,,,504.4,,27.080400848664794
PS71/101,-42.3406,8.99454,499.9,5.551,34.328999,,,504.5,,27.07997933719139
PS71/101,-42.3406,8.99454,500.0,,,,,504.6,,
PS71/101,-42.3406,8.99454,500.0,5.551,34.328999,,,504.6,,27.0799795534233
PS71/161,-66.5002,359.99774,7.0,,,,,7.1,,
PS71/161,-66.5002,359.99774,9.8,-0.756,33.91,25.65,0.282927,9.9,75.86846800630215,27.265926177653228
PS71/161,-66.5002,359.99774,28.0,-1.168,34.099998,26.389999,0.156098,28.3,152.76840190136969,27.435788515878812
PS71/161,-66.5002,359.99774,40.3,-1.706,34.321999,,,40.7,,27.633376324542724
PS71/161,-66.5002,359.99774,40.4,-1.694,34.316002,,,40.8,,27.628162877988416
PS71/161,-66.5002,359.99774,40.5,-1.702,34.326,,,40.9,,27.636513946597233
PS71/161,-66.5002,359.99774,40.5,-1.699,34.317001,,,40.9,,27.629120297337522
PS71/161,-66.5002,359.99774,40.8,-1.721,34.334,,,41.2,,27.643561199134865
PS71/161,-66.5002,359.99774,40.9,-1.661,34.304001,,,41.3,,27.617468031489125
PS71/161,-66.5002,359.99774,41.0,-1.71,34.327999,,,41.4,,27.638376952043473
PS71/161,-66.5002,359.99774,41.0,-1.363,34.175999,,,41.4,,27.50430554361219
PS71/161,-66.5002,359.99774,41.0,-1.709,34.331001,,,41.4,,27.640785947590075
PS71/161,-66.5002,359.99774,41.0,-1.712,34.325001,,,41.4,,27.635999846678033
PS71/161,-66.5002,359.99774,41.2,-1.711,34.333,,,41.6,,27.64247051876282
PS71/161,-66.5002,359.99774,41.2,-1.692,34.313999,,,41.6,,27.626494192332757
PS71/161,-66.5002,359.99774,41.2,-1.705,34.325001,,,41.6,,27.635802699662463
PS71/161,-66.5002,359.99774,41.3,-1.704,34.327,,,41.7,,27.637399076548718
PS71/161,-66.5002,359.99774,41.3,-1.716,34.327,,,41.7,,27.637743515852208
PS71/161,-66.5002,359.99774,41.3,-1.719,34.334999,,,41.7,,27.644324983081333
PS71/161,-66.5002,359.99774,41.3,-1.705,34.328999,,,41.7,,27.639051076937676
PS71/161,-66.5002,359.99774,41.4,-1.702,34.321999,,,41.8,,27.63328257098692
PS71/161,-66.5002,359.99774,41.4,-1.658,34.304001,,,41.8,,27.617389683339752
PS71/161,-66.5002,359.99774,41.6,-1.714,34.333,,,42.0,,27.642564341760362
PS71/161,-66.5002,359.99774,41.6,-1.708,34.328999,,,42.0,,27.639143175867503
PS71/161,-66.5002,359.99774,41.6,-1.71,34.326,,,42.0,,27.6367653403845
PS71/161,-66.5002,359.99774,41.7,-1.643,34.298,,,42.1,,27.612081696975565
PS71/161,-66.5002,359.99774,41.8,-1.698,34.325001,,,42.2,,27.635612614124284
PS71/161,-66.5002,359.99774,44.2,-1.736,34.334,29.75,0.165854,44.6,137.6840748215572,27.644054117873566
PS71/161,-66.5002,359.99774,49.5,-1.765,34.347,30.370001,0.156098,50.0,137.2641964769995,27.65553406911863
PS71/161,-66.5002,359.99774,76.6,-0.972,34.432999,31.83,0.185366,77.4,150.07786397361613,27.698918718648883
PS71/161,-66.5002,359.99774,100.0,0.78,34.639999,,,101.0,,27.775726400433086
PS71/161,-66.5002,359.99774,100.5,0.585,34.612,34.0,0.17561,101.5,108.17953187513577,27.765379760778387
PS71/161,-66.5002,359.99774,100.5,0.756,34.637001,,,101.5,,27.774849418145095
PS71/161,-66.5002,359.99774,150.3,1.019,34.671001,33.790001,0.234146,151.9,134.3080517152677,27.785766234841503
PS71/161,-66.5002,359.99774,200.0,,,,,202.1,,
PS71/161,-66.5002,359.99774,200.5,1.065,34.688,,,202.6,,27.796708535383004
PS71/161,-66.5002,359.99774,200.5,1.063,34.688,,,202.6,,27.79684371590338
PS71/161,-66.5002,359.99774,202.8,1.064,34.687,33.34,0.273171,204.9,112.12949494330617,27.795982103603592
PS71/161,-66.5002,359.99774,250.5,1.058,34.695,33.48,0.273171,253.2,109.20631838665159,27.803005966941328
PS71/161,-66.5002,359.99774,299.0,1.015,34.698002,33.25,0.263415,302.2,118.44428019158616,27.808427505729924
PS71/161,-66.5002,359.99774,440.0,,,,,444.9,,
PS71/161,-66.5002,359.99774,440.0,0.795,34.694,,,444.9,,27.81994030754049
PS71/161,-66.5002,359.99774,440.1,0.8,34.694,,,445.0,,27.819619806196215
PS71/161,-66.5002,359.99774,440.6,0.793,34.694,,,445.5,,27.820069427196586
PS71/161,-66.5002,359.99774,440.9,0.798,34.694,,,445.8,,27.81974937284076
PS71/161,-66.5002,359.99774,441.0,0.8,34.694,,,445.9,,27.819621227730067
PS71/161,-66.5002,359.99774,441.0,0.799,34.694,,,445.9,,27.81968538581509
PS71/161,-66.5002,359.99774,441.1,0.8,34.694,,,446.0,,27.819621385678374
PS71/161,-66.5002,359.99774,441.5,0.8,34.694,,,446.4,,27.819622017471602
PS71/163,-67.0007,0.0019,8.8,-0.751,33.971001,26.379999,0.126829,8.9,169.8242225215197,27.315206952169774
PS71/163,-67.0007,0.0019,22.6,-0.752,33.972,26.450001,0.156098,22.8,152.78863278197034,27.3161216518306
PS71/163,-67.0007,0.0019,44.0,-0.865,34.035999,28.65,0.046341,44.4,496.80628654970764,27.372821097013457
PS71/163,-67.0007,0.0019,44.8,-0.807,33.995998,27.25,0.078049,45.3,296.6914434597271,27.338151722724433
PS71/163,-67.0007,0.0019,74.1,0.554,34.626999,33.360001,0.087805,74.9,319.2514656056033,27.778916718770915
PS71/163,-67.0007,0.0019,100.9,0.724,34.651001,33.43,0.105854,101.9,179.46801814378853,27.788088015449148
PS71/163,-67.0007,0.0019,170.7,1.031,34.687,33.27,0.156098,172.5,202.09526280499006,27.797881651335956
PS71/163,-67.0007,0.0019,209.7,1.042,34.694,33.23,0.185366,211.9,165.76541888136788,27.803052313532817
PS71/163,-67.0007,0.0019,249.7,0.989,34.695999,33.279999,0.243902,252.4,122.3114168805504,27.808387642888192
PS71/163,-67.0007,0.0019,300.3,0.956,34.698002,33.080002,0.205854,303.5,151.56372995747796,27.812316555217194
PS71/163,-67.0007,0.0019,400.6,0.874,34.700001,33.240002,0.302439,405.0,103.91276738299445,27.81956144188348
PS71/167,-68.0001,359.99951,6.4,-0.724,34.029999,,,6.5,,27.362079346149585
PS71/167,-68.0001,359.99951,8.5,-0.729,34.027,25.92,0.087805,8.6,241.74120964687063,27.359810100774894
PS71/167,-68.0001,359.99951,24.5,-0.73,34.029999,,,24.7,,27.362235229133603
PS71/167,-68.0001,359.99951,25.3,-0.731,34.028,25.940001,0.068293,25.6,351.09015492070927,27.36067272681703
PS71/167,-68.0001,359.99951,37.9,-0.804,34.062,,,38.3,,27.39130265654626
PS71/167,-68.0001,359.99951,38.1,-0.736,34.030998,26.200001,0.136585,38.5,191.82194970165096,27.363438352501362
PS71/167,-68.0001,359.99951,38.2,-0.801,34.056999,,,38.6,,27.38713725641219
PS71/167,-68.0001,359.99951,38.5,-0.771,34.047001,,,38.9,,27.377828009258337
PS71/167,-68.0001,359.99951,38.5,-0.923,34.103001,,,38.9,,27.429224460453952
PS71/167,-68.0001,359.99951,38.6,-0.804,34.061001,,,39.0,,27.390500196545872
PS71/167,-68.0001,359.99951,38.6,-0.806,34.062,,,39.0,,27.391389549621408
PS71/167,-68.0001,359.99951,38.6,-0.807,34.062,,,39.0,,27.391430069323405
PS71/167,-68.0001,359.99951,38.8,-0.812,34.062,,,39.2,,27.391634121061088
PS71/167,-68.0001,359.99951,38.8,-0.803,34.062,,,39.2,,27.391269568160624
PS71/167,-68.0001,359.99951,38.8,-0.805,34.057999,,,39.2,,27.38811352987159
PS71/167,-68.0001,359.99951,39.0,-0.822,34.067001,,,39.4,,27.396086032948688
PS71/167,-68.0001,359.99951,39.1,-0.796,34.058998,,,39.5,,27.388558958606836
PS71/167,-68.0001,359.99951,39.3,-0.772,34.047001,,,39.7,,27.377875603202938
PS71/167,-68.0001,359.99951,39.3,-0.84,34.077,,,39.7,,27.404903237684266
PS71/167,-68.0001,359.99951,39.5,-0.842,34.075001,,,39.9,,27.403367480517545
PS71/167,-68.0001,359.99951,39.6,-0.742,34.033001,,,40.0,,27.365319095272298
PS71/167,-68.0001,359.99951,39.8,-0.801,34.060001,,,40.2,,27.389581212929215
PS71/167,-68.0001,359.99951,40.0,-0.886,34.096001,,,40.4,,27.422121294802082
PS71/167,-68.0001,359.99951,49.6,-1.597,34.360001,27.879999,0.117073,50.1,183.01971028048027,27.661143394192777
PS71/167,-68.0001,359.99951,74.1,-1.578,34.43,29.27,0.146341,74.9,191.55175198679794,27.717664520832614
PS71/167,-68.0001,359.99951,74.6,-1.565,34.436001,,,75.4,,27.72213755356256
PS71/167,-68.0001,359.99951,99.5,-0.902,34.514999,,,100.5,,27.762686146819306
PS71/167,-68.0001,359.99951,100.2,-0.943,34.505001,30.690001,0.107317,101.2,177.02141871830736,27.75625659194975
PS71/167,-68.0001,359.99951,144.9,0.578,34.650002,32.150002,0.22439,146.4,140.03043489332984,27.79680179096522
PS71/167,-68.0001,359.99951,199.3,0.759,34.672001,32.18,0.214634,201.4,142.03765971633365,27.803701763159097
PS71/167,-68.0001,359.99951,250.0,0.712,34.674999,32.009998,0.204878,252.7,145.60860219252433,27.809358378002344
PS71/167,-68.0001,359.99951,297.5,0.742,34.681999,32.200001,0.214634,300.7,145.36373578588046,27.813221430630847
PS71/167,-68.0001,359.99951,399.1,0.748,34.691002,32.310001,0.273171,403.5,115.04615590434365,27.820356060715312
PS71/167,-68.0001,359.99951,498.9,0.662,34.688999,32.419998,0.321951,504.6,99.21799676900454,27.82431650278113
PS71/175,-69.0035,0.00071,6.4,-1.131,33.980999,25.5,0.126829,6.5,167.3598854602928,27.33833504910399
PS71/175,-69.0035,0.00071,9.3,-1.127,33.981998,,,9.4,,27.338957098635547
PS71/175,-69.0035,0.00071,23.5,-1.132,33.981998,,,23.7,,27.338958758676654
PS71/175,-69.0035,0.00071,24.9,-1.131,33.980999,25.67,0.136585,25.2,175.54636270454296,27.3381225815001
PS71/175,-69.0035,0.00071,25.0,-1.131,33.98,25.629999,0.136585,25.3,175.54636270454296,27.337313855106913
PS71/175,-69.0035,0.00071,49.3,-1.301,34.162998,,,49.8,,27.491777964288303
PS71/175,-69.0035,0.00071,50.4,-1.188,34.094002,27.58,0.126829,50.9,166.945084566107,27.431954279782985
PS71/175,-69.0035,0.00071,74.5,-1.468,34.436001,,,75.3,,27.718978449717497
PS71/175,-69.0035,0.00071,75.2,-1.592,34.415001,30.049999,0.04878,76.0,574.659182810578,27.70586044815741
PS71/175,-69.0035,0.00071,100.2,-1.353,34.462002,30.77,0.165854,101.2,114.54295701395559,27.736541823223888
PS71/175,-69.0035,0.00071,100.6,-1.038,34.491001,,,101.6,,27.748566061205338
PS71/175,-69.0035,0.00071,148.7,0.253,34.606998,32.27,0.214634,150.3,146.5177608250467,27.78117693801846
PS71/175,-69.0035,0.00071,149.8,0.045,34.597,,,151.4,,27.78461842104639
PS71/175,-69.0035,0.00071,199.4,0.688,34.653999,32.18,0.253659,201.5,120.18541055336318,27.793560887697595
PS71/175,-69.0035,0.00071,200.2,0.664,34.651001,,,202.3,,27.79265413270673
PS71/175,-69.0035,0.00071,249.7,0.756,34.664001,32.09,0.263415,252.4,113.25095078108689,27.79763394480051
PS71/175,-69.0035,0.00071,299.9,0.762,34.672001,32.07,0.321951,303.2,96.90915719058698,27.803830028478387
PS71/175,-69.0035,0.00071,300.9,0.753,34.674999,,,304.2,,27.806816536406586
PS71/175,-69.0035,0.00071,399.7,0.744,34.681,32.110001,0.302439,404.2,103.91276738299445,27.812496180755716
PS71/175,-69.0035,0.00071,400.6,0.718,34.682999,,,405.1,,27.815749208609077
PS71/175,-69.0035,0.00071,499.2,0.707,34.686001,32.009998,0.321951,504.9,99.21799676900454,27.81901760551932
PS71/178,-69.397,359.96686,4.3,-1.592,33.914001,,,4.3,,27.299043706852444
PS71/178,-69.397,359.96686,10.0,-1.584,33.911999,23.08,0.214634,10.1,100.00856363679122,27.29711756550023
PS71/178,-69.397,359.96686,10.4,-1.476,34.007999,,,10.5,,27.37175844375429
PS71/178,-69.397,359.96686,19.4,-1.446,34.021999,,,19.6,,27.3819637141803
PS71/178,-69.397,359.96686,19.5,-1.452,34.018002,,,19.7,,27.378907559109166
PS71/178,-69.397,359.96686,19.7,-1.444,34.023998,,,19.9,,27.38351517136516
PS71/178,-69.397,359.96686,19.7,-1.447,34.021,,,19.9,,27.381177725405678
PS71/178,-69.397,359.96686,19.7,-1.448,34.021,,,19.9,,27.38120915387026
PS71/178,-69.397,359.96686,19.7,-1.48,33.999001,,,19.9,,27.364360441254803
PS71/178,-69.397,359.96686,19.7,-1.511,33.980999,,,19.9,,27.350705328771483
PS71/178,-69.397,359.96686,19.7,-1.453,34.016998,,,19.9,,27.37811976120952
PS71/178,-69.397,359.96686,19.7,-1.457,34.014,,,19.9,,27.375813057629557
PS71/178,-69.397,359.96686,19.8,-1.441,34.027,,,20.0,,27.385853313184498
PS71/178,-69.397,359.96686,19.8,-1.474,34.002998,,,20.0,,27.367414974794656
PS71/178,-69.397,359.96686,19.8,-1.518,33.978001,,,20.0,,27.348482894007475
PS71/178,-69.397,359.96686,19.9,-1.5,33.987,,,20.1,,27.355236734663322
PS71/178,-69.397,359.96686,19.9,-1.5,33.987,,,20.1,,27.355236734663322
PS71/178,-69.397,359.96686,19.9,-1.474,34.001999,,,20.1,,27.366604804727558
PS71/178,-69.397,359.96686,19.9,-1.511,33.980999,,,20.1,,27.350703228770726
PS71/178,-69.397,359.96686,19.9,-1.518,33.978001,,,20.1,,27.348483155065423
PS71/178,-69.397,359.96686,20.0,-1.508,33.983002,,,20.2,,27.35223736268631
PS71/178,-69.397,359.96686,20.0,-1.456,34.014,,,20.2,,27.375779938740607
PS71/178,-69.397,359.96686,20.0,-1.453,34.016998,,,20.2,,27.378117920758086
PS71/178,-69.397,359.96686,20.1,-1.506,33.983002,,,20.3,,27.352176696472952
PS71/178,-69.397,359.96686,20.3,-1.504,33.985001,,,20.5,,27.353738101643557
PS71/178,-69.397,359.96686,20.3,-1.443,34.025002,,,20.5,,27.384297007437
PS71/178,-69.397,359.96686,23.8,-1.557,33.929001,23.6,0.44878,24.0,53.42706883105308,27.309899935960857
PS71/178,-69.397,359.96686,24.3,-1.617,33.919998,,,24.5,,27.304342701531823
PS71/178,-69.397,359.96686,24.5,-1.464,33.997002,,,24.8,,27.362252833986986
PS71/178,-69.397,359.96686,24.5,-1.462,33.999001,,,24.8,,27.363812166996013
PS71/178,-69.397,359.96686,24.6,-1.616,33.922001,,,24.9,,27.30594087550162
PS71/178,-69.397,359.96686,24.6,-1.467,33.995998,,,24.9,,27.361531919008712
PS71/178,-69.397,359.96686,24.6,-1.463,33.998001,,,24.9,,27.36303236633148
PS71/178,-69.397,359.96686,24.7,-1.467,33.995998,,,25.0,,27.361532180152153
PS71/178,-69.397,359.96686,25.2,-1.456,34.019001,,,25.5,,27.379850523055893
PS71/178,-69.397,359.96686,49.4,-1.366,34.062,,,49.9,,27.412047017656505
PS71/178,-69.397,359.96686,49.5,-1.365,34.061001,,,50.0,,27.411205807611395
PS71/178,-69.397,359.96686,49.5,-1.365,34.061001,,,50.0,,27.411205807611395
PS71/178,-69.397,359.96686,49.5,-1.337,34.094002,,,50.0,,27.43704152820692
PS71/178,-69.397,359.96686,49.6,-1.365,34.062,,,50.1,,27.41201680534573
PS71/178,-69.397,359.96686,49.6,-1.365,34.061001,,,50.1,,27.411206718147923
PS71/178,-69.397,359.96686,49.7,-1.363,34.051998,,,50.2,,27.403841699986515
PS71/178,-69.397,359.96686,49.7,-1.362,34.053001,,,50.2,,27.404622291751366
PS71/178,-69.397,359.96686,49.9,-1.365,34.062,,,50.4,,27.412019537035803
PS71/178,-69.397,359.96686,49.9,-1.365,34.062,,,50.4,,27.412019537035803
PS71/178,-69.397,359.96686,49.9,-1.365,34.062,,,50.4,,27.412019537035803
PS71/178,-69.397,359.96686,50.0,-1.361,34.070999,,,50.5,,27.41918658926579
PS71/178,-69.397,359.96686,50.1,-1.362,34.069,,,50.6,,27.41759933758499
PS71/178,-69.397,359.96686,56.2,-1.333,34.081001,26.290001,0.253659,56.8,103.70221636133547,27.42642931015439
PS71/178,-69.397,359.96686,56.2,-1.333,34.081001,26.32,,56.8,,27.42642931015439
PS71/178,-69.397,359.96686,72.2,-1.263,34.106998,,,72.9,,27.44528733346965
PS71/178,-69.397,359.96686,74.1,-1.358,34.088001,,,74.9,,27.433096954035364
PS71/178,-69.397,359.96686,75.0,-1.334,34.084999,26.459999,0.273171,75.8,102.61658425491724,27.429877224485836
PS71/178,-69.397,359.96686,98.6,-1.359,34.126999,28.450001,0.185366,99.6,103.71580984480599,27.46503358965606
PS71/178,-69.397,359.96686,99.9,-1.36,34.09,,,100.9,,27.435079037485593
PS71/178,-69.397,359.96686,99.9,-1.361,34.09,,,100.9,,27.435111919839983
PS71/178,-69.397,359.96686,100.0,-1.348,34.110001,,,101.0,,27.450902515567122
PS71/178,-69.397,359.96686,100.2,-1.362,34.09,,,101.2,,27.435148133622306
PS71/178,-69.397,359.96686,100.3,-1.361,34.09,,,101.3,,27.43511636519179
PS71/178,-69.397,359.96686,100.5,-1.286,34.136002,,,101.5,,27.469905338565923
PS71/178,-69.397,359.96686,100.7,-1.344,34.098999,,,101.8,,27.44185776476843
PS71/178,-69.397,359.96686,100.8,-1.344,34.098999,,,101.9,,27.441858864841606
PS71/178,-69.397,359.96686,100.8,-1.344,34.098999,,,101.9,,27.441858864841606
PS71/178,-69.397,359.96686,100.9,-1.345,34.098999,,,102.0,,27.44189310173033
PS71/178,-69.397,359.96686,101.0,-1.344,34.098999,,,102.1,,27.441861064987506
PS71/178,-69.397,359.96686,101.6,-1.282,34.111,,,102.7,,27.449514294110486
PS71/178,-69.397,359.96686,136.7,-1.7,34.370998,31.08,0.079024,138.1,400.06834632516706,27.674012109619525
PS71/178,-69.397,359.96686,148.6,-1.708,34.396,,,150.2,,27.69466178271
PS71/178,-69.397,359.96686,150.3,-1.669,34.396,31.4,0.429268,151.9,73.25888041252335,27.69353575980176
PS71/178,-69.397,359.96686,179.7,-1.639,34.408001,31.32,0.273171,181.6,115.48321869207689,27.70263072107832
PS71/178,-69.397,359.96686,199.5,-1.398,34.43,,,201.6,,27.71307027488797
PS71/178,-69.397,359.96686,199.7,-1.552,34.422001,31.540001,0.292683,201.8,104.65427190222147,27.71156665213607
PS71/178,-69.397,359.96686,199.9,-1.542,34.405998,,,202.0,,27.698268653191008
PS71/178,-69.397,359.96686,200.0,-1.542,34.405998,,,202.1,,27.69826930242266
PS71/178,-69.397,359.96686,200.0,-1.54,34.405998,,,202.1,,27.698206572435993
PS71/178,-69.397,359.96686,200.0,-1.54,34.405998,,,202.1,,27.698206572435993
PS71/178,-69.397,359.96686,200.0,,,,,202.1,,
PS71/178,-69.397,359.96686,200.4,-1.557,34.424,,,202.5,,27.713350727646002
PS71/178,-69.397,359.96686,200.4,-1.542,34.424999,,,202.5,,27.713691904456482
PS71/178,-69.397,359.96686,299.8,-0.233,34.542,32.389999,0.62439,303.1,49.96876962582147,27.755550630820153
PS71/178,-69.397,359.96686,300.5,-0.518,34.515999,,,303.8,,27.748211481543876
PS71/178,-69.397,359.96686,399.8,0.506,34.624001,,,404.3,,27.781297110244168
PS71/178,-69.397,359.96686,400.3,0.506,34.624001,,,404.8,,27.781297917893426
PS71/178,-69.397,359.96686,450.8,0.692,34.651001,32.650002,0.166829,455.9,195.70939105311427,27.791698555687617
PS71/178,-69.397,359.96686,470.6,0.557,34.639999,,,475.9,,27.7912081543152
PS71/178,-69.397,359.96686,498.6,0.522,34.647999,,,504.3,,27.799813679793488
PS71/178,-69.397,359.96686,499.1,0.517,34.647999,,,504.8,,27.800116120055236
PS71/178,-69.397,359.96686,499.1,0.518,34.647999,,,504.8,,27.800055820089028
PS71/178,-69.397,359.96686,499.2,0.519,34.647999,,,504.9,,27.79999566852962
PS71/178,-69.397,359.96686,499.9,0.584,34.651001,,,505.6,,27.79846407481955
PS71/178,-69.397,359.96686,500.0,,,,,505.7,,
