Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],BODC Station,Operator's Cruise Name,Cruise Report,Project Name,Ship Name,Period,Chief Scientist,GEOTRACES Scientist,PRESSURE [dbar],QV:IODE,DEPTH [m],QV:IODE,CTDTMP [deg C],QV:IODE,CTDSAL,QV:IODE,SALINITY_D_CONC_BOTTLE,QV:IODE,SALINITY_D_CONC_PUMP,QV:IODE,SALINITY_D_CONC_FISH,QV:IODE,SALINITY_D_CONC_UWAY,QV:IODE,PHOSPHATE_D_CONC_BOTTLE [umol/kg],QV:IODE,PHOSPHATE_D_CONC_PUMP [umol/kg],QV:IODE,PHOSPHATE_D_CONC_FISH [umol/kg],QV:IODE,PHOSPHATE_D_CONC_UWAY [umol/kg],QV:IODE,SILICATE_D_CONC_BOTTLE [umol/kg],STANDARD_DEV,QV:IODE,SILICATE_D_CONC_PUMP [umol/kg],QV:IODE,SILICATE_D_CONC_FISH [umol/kg],QV:IODE,SILICATE_D_CONC_UWAY [umol/kg],QV:IODE,NITRATE_D_CONC_BOTTLE [umol/kg],STANDARD_DEV,QV:IODE,NITRATE_D_CONC_PUMP [umol/kg],QV:IODE,NITRATE_D_CONC_FISH [umol/kg],QV:IODE,NITRATE_D_CONC_UWAY [umol/kg],QV:IODE,NO2+NO3_D_CONC_BOTTLE [umol/kg],QV:IODE,NO2+NO3_D_CONC_FISH [umol/kg],QV:IODE,Fe_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV,QV:IODE,Fe_D_CONC_FISH [nmol/kg],QV:IODE,Fe_II_D_CONC_BOTTLE [nmol/kg],QV:IODE,Fe_II_D_CONC_FISH [nmol/kg],QV:IODE,Fe_S_CONC_BOTTLE [nmol/kg],STANDARD_DEV,QV:IODE,Fe_S_CONC_FISH [nmol/kg],QV:IODE,QV:ODV:SAMPLE
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,499.6,2,495,2,5.299,1,34.217999,1,34.223,1,,9,,9,,9,1.736585,1,,9,,9,,9,10.185366,,1,,9,,9,,9,26.078049,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,600.4,2,594.8,2,4.435,1,34.169998,1,34.171001,1,,9,,9,,9,1.82439,1,,9,,9,,9,17.404879,,1,,9,,9,,9,27.853659,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,699.6,2,692.9,2,3.982,1,34.174999,1,34.174999,1,,9,,9,,9,1.941463,1,,9,,9,,9,18.126829,,1,,9,,9,,9,28.731707,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,998.1,2,987.8,2,3.146,1,34.272999,1,34.273998,1,,9,,9,,9,2.243902,1,,9,,9,,9,36.907318,,1,,9,,9,,9,31.82439,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1250.9,2,1237.3,2,2.831,1,34.408001,1,34.407001,1,,9,,9,,9,2.360976,1,,9,,9,,9,54.965855,,1,,9,,9,,9,34.039024,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1599.8,2,1581.1,2,2.619,1,34.612,1,34.611,1,,9,,9,,9,2.273171,1,,9,,9,,9,68.68293,,1,,9,,9,,9,33.37561,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1749.9,2,1728.8,2,2.634,1,34.672001,1,34.669998,1,,9,,9,,9,2.17561,1,,9,,9,,9,67.239021,,1,,9,,9,,9,32.27317,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2002,2,1976.7,2,2.622,1,34.745998,1,34.745998,1,,9,,9,,9,2.04878,1,,9,,9,,9,63.629269,,1,,9,,9,,9,29.170732,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2251.3999,2,2221.6001,2,2.511,1,34.784,1,34.783001,1,,9,,9,,9,1.980488,1,,9,,9,,9,62.907318,,1,,9,,9,,9,29.170732,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2500.5,2,2466,2,2.394,1,34.804001,1,34.804001,1,,9,,9,,9,1.902439,1,,9,,9,,9,62.907318,,1,,9,,9,,9,28.292683,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2750,2,2710.5,2,2.311,1,34.827,1,34.827,1,,9,,9,,9,1.795122,1,,9,,9,,9,60.741463,,1,,9,,9,,9,27.190245,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3000.8,2,2956,2,2.131,1,34.820999,1,34.819,1,,9,,9,,9,1.853659,1,,9,,9,,9,66.156097,,1,,9,,9,,9,27.404879,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3001.6001,2,2956.8,2,2.132,1,34.820999,1,34.818001,1,,9,,9,,9,1.843902,1,,9,,9,,9,66.517075,,1,,9,,9,,9,27.629269,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3224.8999,2,3175.1001,2,2.065,1,34.818001,1,34.816002,1,,9,,9,,9,1.834146,1,,9,,9,,9,68.68293,,1,,9,,9,,9,27.629269,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,35,B,2008-02-28T12:49:58,8.565,-42.894,3261,1643253,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3225.8,2,3176,2,2.065,1,34.817001,1,34.816002,1,,9,,9,,9,1.795122,1,,9,,9,,9,67.960976,,1,,9,,9,,9,27.629269,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,4,2,4,2,13.607,1,35.050999,1,35.061001,3,,9,,9,,9,0.4,1,,9,,9,,9,1.004878,,1,,9,,9,,9,3.463415,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,14.1,2,14,2,13.611,1,35.048,1,35.056999,3,,9,,9,,9,0.4,1,,9,,9,,9,1.004878,,1,,9,,9,,9,3.697561,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,29.2,2,29,2,13.485,1,35.071999,1,35.074001,1,,9,,9,,9,0.419512,1,,9,,9,,9,1.004878,,1,,9,,9,,9,3.697561,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,59.5,2,59,2,11.991,1,35.153999,1,35.154999,1,,9,,9,,9,0.663415,1,,9,,9,,9,3.141464,,1,,9,,9,,9,8.663415,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,79.6,2,79,2,11.855,1,35.157001,1,35.158001,1,,9,,9,,9,0.682927,1,,9,,9,,9,3.141464,,1,,9,,9,,9,8.897561,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,118.8,2,117.8,2,11.829,1,35.155998,1,35.157001,1,,9,,9,,9,0.682927,1,,9,,9,,9,3.141464,,1,,9,,9,,9,9.014634,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,249.8,2,247.7,2,11.835,1,35.154999,1,35.154999,1,,9,,9,,9,0.673171,1,,9,,9,,9,3.141464,,1,,9,,9,,9,8.780488,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,399.8,2,396.2,2,11.832,1,35.147999,1,35.147999,1,,9,,9,,9,0.682927,1,,9,,9,,9,3.502439,,1,,9,,9,,9,9.014634,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,499.7,2,495.1,2,11.797,1,35.134998,1,35.137001,1,,9,,9,,9,0.692683,1,,9,,9,,9,3.502439,,1,,9,,9,,9,9.014634,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,600.3,2,594.7,2,10.837,1,34.943001,1,34.945999,1,,9,,9,,9,0.878049,1,,9,,9,,9,4.565854,,1,,9,,9,,9,12.478049,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,697.8,2,691.1,2,8.261,1,34.602001,1,34.604,1,,9,,9,,9,1.473171,1,,9,,9,,9,12.390244,,1,,9,,9,,9,22.185366,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,799.1,2,791.2,2,6.111,1,34.376999,1,34.381001,1,,9,,9,,9,1.756098,1,,9,,9,,9,17.014633,,1,,9,,9,,9,26.809755,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,898.5,2,889.4,2,4.661,1,34.268002,1,34.271999,1,,9,,9,,9,1.912195,1,,9,,9,,9,21.639025,,1,,9,,9,,9,28.887806,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1099.6,2,1088,2,3.605,1,34.282001,1,34.283001,1,,9,,9,,9,2.107317,1,,9,,9,,9,34.44878,,1,,9,,9,,9,31.434147,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1299.3,2,1284.9,2,3.433,1,34.426998,1,34.429001,1,,9,,9,,9,2.273171,1,,9,,9,,9,51.52195,,1,,9,,9,,9,33.278049,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1500.9,2,1483.6,2,2.937,1,34.528999,1,34.532001,1,,9,,9,,9,2.302439,1,,9,,9,,9,62.546341,,1,,9,,9,,9,33.746342,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1750.9,2,1729.7,2,2.711,1,34.646,1,34.644001,1,,9,,9,,9,2.17561,1,,9,,9,,9,66.458534,,1,,9,,9,,9,32.351219,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1899.3,2,1875.7,2,2.696,1,34.693001,1,,9,,9,,9,,9,1.990244,1,,9,,9,,9,66.107315,,1,,9,,9,,9,31.434147,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2098.7,2,2071.6001,2,2.629,1,34.749001,1,34.749001,1,,9,,9,,9,1.990244,1,,9,,9,,9,65.034149,,1,,9,,9,,9,30.04878,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2297.8999,2,2267.2,2,2.533,1,34.779999,1,34.779999,1,,9,,9,,9,1.921951,1,,9,,9,,9,63.970734,,1,,9,,9,,9,28.887806,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2500.7,2,2466.1001,2,2.359,1,34.801998,1,34.799999,1,,9,,9,,9,1.863415,1,,9,,9,,9,64.68293,,1,,9,,9,,9,27.960976,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,36,B,2008-02-28T18:45:00,8.236,-43.325,2700,1643260,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2712.2,2,2673.3999,2,2.252,1,34.803001,1,34.803001,1,,9,,9,,9,1.873171,1,,9,,9,,9,66.809753,,1,,9,,9,,9,27.960976,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2.5,2,2.5,2,13.738,1,34.827,1,34.872002,3,,9,,9,,9,0.409756,1,,9,,9,,9,0.341463,,1,,9,,9,,9,4.029268,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,24.8,2,24.6,2,13.755,1,34.834,1,34.846001,3,,9,,9,,9,0.4,1,,9,,9,,9,0.682927,,1,,9,,9,,9,3.804878,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,49.7,2,49.3,2,13.84,1,35.016998,1,35.043999,3,,9,,9,,9,0.4,1,,9,,9,,9,1.02439,,1,,9,,9,,9,3.346342,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,80.3,2,79.6,2,12.785,1,34.977001,1,34.941002,3,,9,,9,,9,0.614634,1,,9,,9,,9,1.697561,,1,,9,,9,,9,7.717073,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,131.6,2,130.5,2,10.944,1,34.811001,1,34.821999,3,,9,,9,,9,0.829268,1,,9,,9,,9,2.370732,,1,,9,,9,,9,11.180488,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,300.1,2,297.5,2,9.105,1,34.584999,1,34.599998,3,,9,,9,,9,1.160976,1,,9,,9,,9,4.741463,,1,,9,,9,,9,16.712194,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,549.8,2,544.7,2,5.715,1,34.290001,1,34.300999,3,,9,,9,,9,1.717073,1,,9,,9,,9,12.868293,,1,,9,,9,,9,26.848782,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,745.6,2,738.3,2,4.076,1,34.202999,1,34.215,3,,9,,9,,9,1.921951,1,,9,,9,,9,21.336584,,1,,9,,9,,9,29.385366,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,999.3,2,988.9,2,3.11,1,34.284,1,34.297001,3,,9,,9,,9,2.585366,1,,9,,9,,9,40.975609,,1,,9,,9,,9,33.07317,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1201.5,2,1188.5,2,2.897,1,34.389999,1,34.401001,3,,9,,9,,9,2.282927,1,,9,,9,,9,53.160976,,1,,9,,9,,9,33.990246,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1502.1,2,1484.7,2,2.727,1,34.57,1,34.581001,3,,9,,9,,9,2.253659,1,,9,,9,,9,65.346344,,1,,9,,9,,9,33.765854,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,1799.7,2,1777.6,2,2.671,1,34.691002,1,34.702999,3,,9,,9,,9,2.107317,1,,9,,9,,9,66.702438,,1,,9,,9,,9,31.687805,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2103.1001,2,2075.8999,2,2.532,1,34.763,1,34.773998,3,,9,,9,,9,1.970732,1,,9,,9,,9,67.717072,,1,,9,,9,,9,30.078049,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2400.8999,2,2368.1001,2,2.383,1,34.799,1,34.810001,3,,9,,9,,9,1.853659,1,,9,,9,,9,66.029266,,1,,9,,9,,9,28.692682,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2697.3,2,2658.7,2,2.207,1,34.807999,1,34.818001,3,,9,,9,,9,1.814634,1,,9,,9,,9,68.731705,,1,,9,,9,,9,28.234146,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,2996.8,2,2951.8,2,1.972,1,34.799999,1,34.812,3,,9,,9,,9,1.873171,1,,9,,9,,9,71.170731,,1,,9,,9,,9,28.458536,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3254.2,2,3203.5,2,1.662,1,34.778,1,34.787998,3,,9,,9,,9,1.931707,1,,9,,9,,9,76.507317,,1,,9,,9,,9,31.687805,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3493.6001,2,3437.3,2,1.484,1,34.759998,1,34.799999,3,,9,,9,,9,1.990244,1,,9,,9,,9,87.199997,,1,,9,,9,,9,32.614635,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3750.8999,2,3688.3,2,1.361,1,34.754002,1,34.764,3,,9,,9,,9,2.04878,1,,9,,9,,9,96.556099,,1,,9,,9,,9,30.536585,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,37,B,2008-02-28T23:56:00,7.965,-43.684,4657,1643267,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,3998.3999,2,3929.3999,2,1.21,1,34.736,1,34.745998,3,,9,,9,,9,2.078049,1,,9,,9,,9,100.565849,,1,,9,,9,,9,31.229267,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
