Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],BODC Station,Operator's Cruise Name,Cruise Report,Project Name,Ship Name,Period,Chief Scientist,GEOTRACES Scientist,PRESSURE [dbar],QV:IODE,DEPTH [m],QV:IODE,CTDTMP [deg C],QV:IODE,CTDSAL,QV:IODE,SALINITY_D_CONC_BOTTLE,QV:IODE,SALINITY_D_CONC_PUMP,QV:IODE,SALINITY_D_CONC_FISH,QV:IODE,SALINITY_D_CONC_UWAY,QV:IODE,PHOSPHATE_D_CONC_BOTTLE [umol/kg],QV:IODE,PHOSPHATE_D_CONC_PUMP [umol/kg],QV:IODE,PHOSPHATE_D_CONC_FISH [umol/kg],QV:IODE,PHOSPHATE_D_CONC_UWAY [umol/kg],QV:IODE,SILICATE_D_CONC_BOTTLE [umol/kg],STANDARD_DEV,QV:IODE,SILICATE_D_CONC_PUMP [umol/kg],QV:IODE,SILICATE_D_CONC_FISH [umol/kg],QV:IODE,SILICATE_D_CONC_UWAY [umol/kg],QV:IODE,NITRATE_D_CONC_BOTTLE [umol/kg],STANDARD_DEV,QV:IODE,NITRATE_D_CONC_PUMP [umol/kg],QV:IODE,NITRATE_D_CONC_FISH [umol/kg],QV:IODE,NITRATE_D_CONC_UWAY [umol/kg],QV:IODE,NO2+NO3_D_CONC_BOTTLE [umol/kg],QV:IODE,NO2+NO3_D_CONC_FISH [umol/kg],QV:IODE,Fe_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV,QV:IODE,Fe_D_CONC_FISH [nmol/kg],QV:IODE,Fe_II_D_CONC_BOTTLE [nmol/kg],QV:IODE,Fe_II_D_CONC_FISH [nmol/kg],QV:IODE,Fe_S_CONC_BOTTLE [nmol/kg],STANDARD_DEV,QV:IODE,Fe_S_CONC_FISH [nmol/kg],QV:IODE,QV:ODV:SAMPLE
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,99.4,2,98.6,2,14.241,1,34.896,1,34.962002,3,,9,,9,,9,,9,,9,,9,,9,1.326829,,1,,9,,9,,9,4.419512,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,100.3,2,99.5,2,14.121,1,34.887001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,100.8,2,100,2,,9,,9,35.358002,1,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,0.795512,0.020976,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,102.8,2,102,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,0.243902,,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,123.9,2,123,2,15.249,1,35.344002,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,126,2,125,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,149.2,2,148.1,2,14.406,1,35.294998,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,149.9,2,148.7,2,14.691,1,35.358002,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,151,2,149.8,2,12.779,1,35.049,1,35.054001,3,,9,,9,,9,0.663415,1,,9,,9,,9,3.336585,,1,,9,,9,,9,7.921951,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,174.2,2,172.8,2,12.641,1,35.037998,1,,9,,9,,9,,9,0.692683,1,,9,,9,,9,3.102439,,1,,9,,9,,9,8.27317,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,174.3,2,172.9,2,13.86,1,35.23,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,176.4,2,175,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,179.9,2,178.5,2,13.701,1,35.202,1,,9,,9,,9,,9,,9,,9,,9,,9,1.551219,,1,,9,,9,,9,4.673171,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,199.4,2,197.8,2,13.245,1,35.132,1,35.130001,1,,9,,9,,9,,9,,9,,9,,9,3.073171,,1,,9,,9,,9,7.551219,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,200.4,2,198.8,2,12.612,1,35.056999,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,200.6,2,199,2,12.622,1,35.060001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,201.6,2,200,2,,9,,9,34.995998,1,,9,,9,,9,0.858537,1,,9,,9,,9,4.653658,,1,,9,,9,,9,11.473171,,1,,9,,9,,9,,9,,9,0.35561,0.004976,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,204.6,2,203,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,0.282927,,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,220.2,2,218.5,2,12.832,1,35.071999,1,35.078999,3,,9,,9,,9,,9,,9,,9,,9,4.682927,,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,248.3,2,246.3,2,11.731,1,34.993999,1,,9,,9,,9,,9,0.087805,1,,9,,9,,9,4.839025,,1,,9,,9,,9,11.746342,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,248.6,2,246.6,2,12.61,1,35.102001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,249.6,2,247.6,2,11.81,1,35.007,1,35.028999,3,,9,,9,,9,0.858537,1,,9,,9,,9,4.653658,,1,,9,,9,,9,11.473171,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,252,2,250,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,259.9,2,257.8,2,12.47,1,35.081001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,299.5,2,297.1,2,11.883,1,35.02,1,35.02,1,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,299.7,2,297.3,2,11.875,1,35.019001,1,35.027,3,,9,,9,,9,,9,,9,,9,,9,3.629268,,1,,9,,9,,9,8.907317,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,302.4,2,300,2,,9,,9,34.891998,1,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,0.549366,,1,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,340.1,2,337.3,2,11.254,1,34.941002,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,348.7,2,345.8,2,11.36,1,34.955002,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,379.5,2,376.4,2,10.819,1,34.900002,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,400,2,396.7,2,10.598,1,34.867001,1,34.869999,1,,9,,9,,9,,9,,9,,9,,9,6.546341,,1,,9,,9,,9,15.726829,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,400.1,2,396.8,2,10.047,1,34.780998,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,400.1,2,396.8,2,10.041,1,34.778999,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,410.4,2,407,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,0.35122,,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,420.1,2,416.6,2,10.369,1,34.847,1,,9,,9,,9,,9,,9,,9,,9,,9,9.463415,,1,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,450,2,446.2,2,9.974,1,34.811001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,459.6,2,455.7,2,9.874,1,34.801998,1,34.799999,1,,9,,9,,9,,9,,9,,9,,9,7.453659,,1,,9,,9,,9,16.439024,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,499.6,2,495.3,2,8.415,1,34.612999,1,34.605999,3,,9,,9,,9,1.434146,1,,9,,9,,9,11.892683,,1,,9,,9,,9,21.6,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,499.9,2,495.6,2,9.111,1,34.702,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,500,2,495.7,2,9.114,1,34.702,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,500,2,495.7,2,9.1,1,34.701,1,34.698002,1,,9,,9,,9,,9,,9,,9,,9,11.765854,,1,,9,,9,,9,20.780487,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,500.5,2,496.2,2,9.216,1,34.721001,1,34.723999,1,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,504.3,2,500,2,,9,,9,34.631001,1,,9,,9,,9,1.434146,1,,9,,9,,9,11.892683,,1,,9,,9,,9,21.6,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,504.3,2,500,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,550,2,545.2,2,8.421,1,34.622002,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,599.6,2,594.3,2,7.567,1,34.549,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,599.7,2,594.4,2,7.654,1,34.558998,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,699.2,2,692.9,2,5.883,1,34.376999,1,34.379002,1,,9,,9,,9,,9,,9,,9,,9,19.063416,,1,,9,,9,,9,27.268293,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,700.9,2,694.6,2,6.064,1,34.404999,1,34.408001,1,,9,,9,,9,,9,,9,,9,,9,20.053658,,1,,9,,9,,9,20.439024,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,706.4,2,700,2,,9,,9,34.438,1,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,0.630537,,1,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,756.9,2,750,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,758.9,2,751.9,2,5.661,1,34.429001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,759,2,752,2,5.656,1,34.428001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,770.1,2,763,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,0.57561,,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,796.5,2,789.1,2,5.227,1,34.437,1,34.439999,1,,9,,9,,9,2.04878,1,,9,,9,,9,34.263416,,1,,9,,9,,9,30.204878,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,849,2,841,2,4.98,1,34.416,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,849.9,2,841.9,2,5.004,1,34.414001,1,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,858.1,2,850,2,,9,,9,34.458,1,,9,,9,,9,2.04878,1,,9,,9,,9,34.263416,,1,,9,,9,,9,30.204878,,1,,9,,9,,9,,9,,9,0.699415,0.013659,1,,9,,9,,9,,,9,,9,1
GIPY04,18 (Super 1),B,2008-02-20T16:40:04,13.1163,-36.5085,4941,1643057,MD166,MarionDufresne_166.pdf,Bonus Good Hope,R/V Marion Dufresne,Feb - Mar 2008,Sabrina Speich,Marie Boye,999.5,2,989.8,2,4.186,1,34.499001,1,34.5,1,,9,,9,,9,2.263415,1,,9,,9,,9,51.37561,,1,,9,,9,,9,33.239025,,1,,9,,9,,9,,9,,9,,,9,,9,,9,,9,,,9,,9,1
